venue,year,specific_parent_category,specific_label_cn,count,venue_year_total,share
AAAI,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,428,2331,0.18361218361218362
AAAI,2024,Computer Vision,视觉感知：语义/实例/全景分割,358,2331,0.15358215358215357
AAAI,2024,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,245,2331,0.10510510510510511
AAAI,2024,LLM Reasoning,大模型推理：问答、常识与思维链,232,2331,0.09952809952809953
AAAI,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,230,2331,0.09867009867009867
AAAI,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,229,2331,0.09824109824109824
AAAI,2024,3D Vision,三维视觉：点云、深度估计与相机姿态（RAG问答）,175,2331,0.07507507507507508
AAAI,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,154,2331,0.06606606606606606
AAAI,2024,Video Understanding,视频理解：动作识别、长视频与时序建模,142,2331,0.060918060918060915
AAAI,2024,3D Vision,三维视觉：点云、深度估计与相机姿态（图学习）,68,2331,0.02917202917202917
AAAI,2024,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,39,2331,0.01673101673101673
AAAI,2024,AI for Science,AI4Science：蛋白结构、序列与功能建模,31,2331,0.013299013299013299
AAAI,2025,Generative AI,生成模型：视频扩散生成与编辑,380,3028,0.12549537648612946
AAAI,2025,LLM Reasoning,大模型推理：问答、常识与思维链,378,3028,0.12483487450462351
AAAI,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,372,3028,0.12285336856010567
AAAI,2025,3D Vision,三维视觉：点云、深度估计与相机姿态,342,3028,0.11294583883751651
AAAI,2025,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,304,3028,0.10039630118890357
AAAI,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,255,3028,0.08421400264200793
AAAI,2025,Optimization,优化理论：梯度方法、收敛性与训练动力学,235,3028,0.07760898282694847
AAAI,2025,Causal ML,因果学习：因果发现、反事实与处理效应,225,3028,0.07430647291941876
AAAI,2025,AI for Science,AI4Science：分子生成、药物发现与化学建模,221,3028,0.07298546895640687
AAAI,2025,Time Series,时序建模：时间序列预测、动力系统与基础模型,105,3028,0.034676354029062086
AAAI,2025,AI for Health,医疗视觉：医学影像分割、病理与临床影像,103,3028,0.034015852047556146
AAAI,2025,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,83,3028,0.0274108322324967
AAAI,2025,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,25,3028,0.008256274768824307
AAAI,2026,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,610,4149,0.1470233791275006
AAAI,2026,LLM Reasoning,大模型推理：问答、常识与思维链,596,4149,0.14364907206555796
AAAI,2026,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,463,4149,0.11159315497710291
AAAI,2026,Graph Learning,图学习：图异常检测、聚类与结构表示,391,4149,0.09423957580139793
AAAI,2026,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,344,4149,0.0829115449505905
AAAI,2026,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,328,4149,0.07905519402265607
AAAI,2026,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,295,4149,0.07110147023379128
AAAI,2026,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,251,4149,0.06049650518197156
AAAI,2026,Video Understanding,视频理解：动作识别、长视频与时序建模,216,4149,0.052060737527114966
AAAI,2026,Recommendation,推荐系统：检索增强推荐、排序与个性化,201,4149,0.04844540853217643
AAAI,2026,AI for Health,医疗视觉：医学影像分割、病理与临床影像,158,4149,0.03808146541335262
AAAI,2026,Time Series,时序建模：时间序列预测、动力系统与基础模型,120,4149,0.028922631959508314
AAAI,2026,AI for Science,AI4Science：蛋白结构、序列与功能建模,105,4149,0.025307302964569775
AAAI,2026,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,71,4149,0.017112557242709086
ACL,2020,NLP,多语言NLP：机器翻译、跨语言与低资源（translation/machine translat）,122,778,0.15681233933161953
ACL,2020,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,118,778,0.15167095115681234
ACL,2020,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,99,778,0.12724935732647816
ACL,2020,Knowledge Graph,知识图谱：实体关系、推理与补全,90,778,0.11568123393316196
ACL,2020,Generative AI,生成模型：扩散模型、采样与内容生成（搜索排序）,81,778,0.10411311053984576
ACL,2020,Generative AI,生成模型：扩散模型、采样与内容生成（Agent规划）,72,778,0.09254498714652956
ACL,2020,Speech / Audio,语音音频：ASR、说话人与音频理解,53,778,0.06812339331619537
ACL,2020,NLP,多语言NLP：机器翻译、跨语言与低资源（搜索排序）,51,778,0.06555269922879177
ACL,2020,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,50,778,0.06426735218508997
ACL,2020,Text Generation,文本生成：摘要、事实性与可控生成,42,778,0.05398457583547558
ACL,2021,LLM,大模型训练：微调、数据配方与任务适配,138,710,0.19436619718309858
ACL,2021,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,103,710,0.14507042253521127
ACL,2021,NLP,多语言NLP：机器翻译、跨语言与低资源（推理效率）,100,710,0.14084507042253522
ACL,2021,NLP,多语言NLP：机器翻译、跨语言与低资源（推理问答）,99,710,0.13943661971830987
ACL,2021,Information Extraction,知识抽取：实体识别、关系抽取与事件理解,77,710,0.10845070422535211
ACL,2021,LLM / IR,检索增强大模型：RAG、知识注入与问答,70,710,0.09859154929577464
ACL,2021,Dialogue,对话系统：响应生成、情感支持与任务型对话,65,710,0.09154929577464789
ACL,2021,Event Vision,事件视觉：事件相机、运动估计与时序感知,58,710,0.08169014084507042
ACL,2022,Speech / NLP,多语言语音：语音识别、翻译与手语理解,122,700,0.1742857142857143
ACL,2022,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,117,700,0.16714285714285715
ACL,2022,LLM,大模型训练：微调、数据配方与任务适配,87,700,0.12428571428571429
ACL,2022,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,82,700,0.11714285714285715
ACL,2022,LLM Reasoning,大模型推理：问答、常识与思维链,77,700,0.11
ACL,2022,Generative AI,生成模型：扩散模型、采样与内容生成,71,700,0.10142857142857142
ACL,2022,Code Intelligence,代码智能：程序分析、软件工程与代码检索,62,700,0.08857142857142856
ACL,2022,Information Extraction,知识抽取：实体识别、关系抽取与事件理解,51,700,0.07285714285714286
ACL,2022,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,31,700,0.04428571428571428
ACL,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,186,1075,0.17302325581395347
ACL,2023,Generative AI,生成模型：扩散模型、采样与内容生成（生成编辑）,137,1075,0.12744186046511627
ACL,2023,Event Vision,事件视觉：事件相机、运动估计与时序感知,129,1075,0.12
ACL,2023,Speech / Audio,语音音频：ASR、说话人与音频理解,120,1075,0.11162790697674418
ACL,2023,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,112,1075,0.10418604651162791
ACL,2023,LLM Reasoning,大模型推理：问答、常识与思维链,97,1075,0.09023255813953489
ACL,2023,Information Retrieval,信息检索：密集检索、向量召回与表示学习,79,1075,0.07348837209302325
ACL,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,75,1075,0.06976744186046512
ACL,2023,Generative AI,生成模型：扩散模型、采样与内容生成（推荐排序）,71,1075,0.06604651162790698
ACL,2023,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,69,1075,0.0641860465116279
ACL,2024,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,150,940,0.1595744680851064
ACL,2024,LLM Analysis,语言模型分析：认知、语言结构与可解释性（RAG问答）,128,940,0.13617021276595745
ACL,2024,LLM / IR,检索增强大模型：RAG、知识注入与问答,119,940,0.12659574468085105
ACL,2024,LLM Reasoning,大模型推理：问答、常识与思维链,112,940,0.11914893617021277
ACL,2024,LLM,大模型训练：微调、数据配方与任务适配（Agent规划）,83,940,0.08829787234042553
ACL,2024,LLM,大模型训练：微调、数据配方与任务适配（LoRA联邦微调）,82,940,0.08723404255319149
ACL,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,82,940,0.08723404255319149
ACL,2024,LLM Analysis,语言模型分析：认知、语言结构与可解释性（认知语言）,64,940,0.06808510638297872
ACL,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,49,940,0.052127659574468084
ACL,2024,Code Intelligence,代码大模型：代码生成、程序理解与评测,36,940,0.03829787234042553
ACL,2024,Speech / Audio,语音音频：ASR、说话人与音频理解,35,940,0.03723404255319149
ACL,2025,Efficient LLMs,高效大模型：长上下文、注意力与推理优化,308,1699,0.1812831077104179
ACL,2025,LLM Reasoning,大模型推理：问答、常识与思维链,206,1699,0.12124779281930548
ACL,2025,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,186,1699,0.10947616244849911
ACL,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,152,1699,0.0894643908181283
ACL,2025,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,141,1699,0.08298999411418481
ACL,2025,Speech / Audio,语音音频：ASR、说话人与音频理解,140,1699,0.0824014125956445
ACL,2025,LLM / IR,检索增强大模型：RAG、知识注入与问答,127,1699,0.07474985285462037
ACL,2025,LLM Analysis,语言模型分析：认知、语言结构与可解释性,126,1699,0.07416127133608005
ACL,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,98,1699,0.05768098881695115
ACL,2025,Code Intelligence,代码大模型：代码生成、程序理解与评测,87,1699,0.051206592113007654
ACL,2025,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,71,1699,0.04178928781636257
ACL,2025,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,57,1699,0.033549146556798116
ACMMM,2020,Computer Vision,底层视觉：超分、去噪、增强与图像复原,87,473,0.1839323467230444
ACMMM,2020,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,86,473,0.18181818181818182
ACMMM,2020,Computer Vision,视觉感知：目标检测、识别与视觉表征,83,473,0.17547568710359407
ACMMM,2020,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,60,473,0.12684989429175475
ACMMM,2020,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,58,473,0.1226215644820296
ACMMM,2020,Video Understanding,视频理解：动作识别、长视频与时序建模,58,473,0.1226215644820296
ACMMM,2020,3D Vision,三维视觉：点云、深度估计与相机姿态,41,473,0.08668076109936575
ACMMM,2021,Computer Vision,底层视觉：超分、去噪、增强与图像复原,116,542,0.2140221402214022
ACMMM,2021,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,97,542,0.17896678966789667
ACMMM,2021,3D Vision,三维视觉：点云、深度估计与相机姿态,61,542,0.11254612546125461
ACMMM,2021,Video Understanding,视频理解：动作识别、长视频与时序建模,61,542,0.11254612546125461
ACMMM,2021,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,56,542,0.1033210332103321
ACMMM,2021,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,54,542,0.0996309963099631
ACMMM,2021,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,40,542,0.07380073800738007
ACMMM,2021,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,32,542,0.05904059040590406
ACMMM,2021,Graph Learning,图学习：GNN、节点分类与链接预测,25,542,0.046125461254612546
ACMMM,2022,Computer Vision,底层视觉：超分、去噪、增强与图像复原,156,691,0.22575976845151954
ACMMM,2022,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,117,691,0.16931982633863965
ACMMM,2022,Robust / Transfer Learning,迁移泛化：小样本、类增量与域泛化,99,691,0.14327062228654125
ACMMM,2022,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,74,691,0.10709117221418235
ACMMM,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,67,691,0.09696092619392185
ACMMM,2022,Recommendation,推荐系统：排序、召回与点击率预测,66,691,0.0955137481910275
ACMMM,2022,3D Vision,三维视觉：点云、深度估计与相机姿态,59,691,0.085383502170767
ACMMM,2022,ML Theory,理论机器学习：核方法、NTK与泛化分析,28,691,0.04052098408104197
ACMMM,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,25,691,0.0361794500723589
ACMMM,2023,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解（搜索排序）,148,902,0.164079822616408
ACMMM,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,120,902,0.13303769401330376
ACMMM,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,82,902,0.09090909090909091
ACMMM,2023,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,81,902,0.08980044345898004
ACMMM,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,80,902,0.08869179600886919
ACMMM,2023,Computer Vision,底层视觉：超分、去噪、增强与图像复原,73,902,0.08093126385809313
ACMMM,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,60,902,0.06651884700665188
ACMMM,2023,Video Understanding,视频理解：动作识别、长视频与时序建模,58,902,0.06430155210643015
ACMMM,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,52,902,0.057649667405764965
ACMMM,2023,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解（搜索排序-2）,51,902,0.0565410199556541
ACMMM,2023,Graph Learning,图学习：图聚类、表示学习与结构匹配,50,902,0.05543237250554324
ACMMM,2023,Recommendation,推荐系统：排序、召回与点击率预测,47,902,0.052106430155210645
ACMMM,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,170,1149,0.14795474325500435
ACMMM,2024,Generative AI,生成模型：视频扩散生成与编辑,154,1149,0.134029590948651
ACMMM,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,125,1149,0.10879025239338555
ACMMM,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,116,1149,0.10095735422106179
ACMMM,2024,Video Understanding,视频语言理解：视频检索、时刻定位与时序推理,105,1149,0.09138381201044386
ACMMM,2024,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,104,1149,0.09051348999129678
ACMMM,2024,AI for Health,医疗视觉：医学影像分割、病理与临床影像,99,1149,0.08616187989556136
ACMMM,2024,Computer Vision,底层视觉：超分、去噪、增强与图像复原,98,1149,0.08529155787641428
ACMMM,2024,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,93,1149,0.08093994778067885
ACMMM,2024,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,85,1149,0.07397737162750218
ACMMM,2025,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,197,1249,0.1577261809447558
ACMMM,2025,3D Vision,三维视觉：点云、深度估计与相机姿态,163,1249,0.13050440352281825
ACMMM,2025,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,162,1249,0.1297037630104083
ACMMM,2025,Generative AI,生成模型：视频扩散生成与编辑,143,1249,0.11449159327461969
ACMMM,2025,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,131,1249,0.10488390712570056
ACMMM,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,109,1249,0.08726981585268215
ACMMM,2025,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,107,1249,0.08566853482786228
ACMMM,2025,Generative AI,生成模型：文生图、扩散采样与图像编辑,95,1249,0.07606084867894315
ACMMM,2025,Graph Learning,图学习：图聚类、表示学习与结构匹配,73,1249,0.05844675740592474
ACMMM,2025,AI for Health,医疗视觉：医学影像分割、病理与临床影像,69,1249,0.055244195356285025
CVPR,2020,3D Vision,三维视觉：点云、深度估计与相机姿态（视频时序）,234,1466,0.15961800818553887
CVPR,2020,Computer Vision,视觉感知：目标检测、识别与视觉表征（推理效率）,198,1466,0.13506139154160982
CVPR,2020,Computer Vision,视觉感知：语义/实例/全景分割,171,1466,0.11664392905866303
CVPR,2020,3D Vision,三维视觉：点云、深度估计与相机姿态（推理问答）,156,1466,0.10641200545702592
CVPR,2020,Human-Centric Generation,人体与头像生成：姿态、表情与数字人合成,135,1466,0.09208731241473397
CVPR,2020,AutoML,自动机器学习：神经架构搜索与超参数优化,132,1466,0.09004092769440655
CVPR,2020,Video Understanding,视频理解：动作识别、长视频与时序建模,110,1466,0.07503410641200546
CVPR,2020,3D Vision,三维视觉：点云、深度估计与相机姿态（检测识别）,107,1466,0.07298772169167804
CVPR,2020,Computer Vision,视觉感知：目标检测、识别与视觉表征（视觉语言）,86,1466,0.058663028649386086
CVPR,2020,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,85,1466,0.05798090040927694
CVPR,2020,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,52,1466,0.03547066848567531
CVPR,2021,3D Vision,三维视觉：点云、深度估计与相机姿态（检测识别）,304,1660,0.18313253012048192
CVPR,2021,Computer Vision,视觉感知：语义/实例/全景分割,189,1660,0.11385542168674699
CVPR,2021,Computer Vision,底层视觉：超分、去噪、增强与图像复原,172,1660,0.10361445783132531
CVPR,2021,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,167,1660,0.10060240963855421
CVPR,2021,Video Understanding,视频理解：动作识别、长视频与时序建模,156,1660,0.09397590361445783
CVPR,2021,Generative AI,生成模型：文生图、扩散采样与图像编辑,124,1660,0.0746987951807229
CVPR,2021,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,114,1660,0.06867469879518072
CVPR,2021,3D Vision,三维视觉：点云、深度估计与相机姿态（视频时序）,105,1660,0.06325301204819277
CVPR,2021,Graph Learning,图学习：GNN、节点分类与链接预测,99,1660,0.05963855421686747
CVPR,2021,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,97,1660,0.058433734939759036
CVPR,2021,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,94,1660,0.056626506024096385
CVPR,2021,Computer Vision,视觉感知：目标检测、识别与视觉表征,39,1660,0.023493975903614458
CVPR,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,400,2074,0.19286403085824494
CVPR,2022,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,240,2074,0.11571841851494696
CVPR,2022,3D Vision,三维视觉：点云、深度估计与相机姿态（检测识别）,230,2074,0.11089681774349083
CVPR,2022,3D Vision,三维视觉：点云、深度估计与相机姿态（视频时序）,193,2074,0.09305689488910318
CVPR,2022,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,189,2074,0.09112825458052073
CVPR,2022,Video Understanding,视频理解：动作识别、长视频与时序建模（视频时序）,181,2074,0.08727097396335583
CVPR,2022,3D Vision,三维视觉：点云、深度估计与相机姿态（三维几何）,170,2074,0.08196721311475409
CVPR,2022,Video Understanding,视频理解：动作识别、长视频与时序建模（视频时序-2）,139,2074,0.06702025072324011
CVPR,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,93,2074,0.044840887174541946
CVPR,2022,Generative AI,生成模型：文生图、扩散采样与图像编辑,83,2074,0.04001928640308582
CVPR,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,81,2074,0.0390549662487946
CVPR,2022,Robust / Transfer Learning,迁移泛化：小样本、类增量与域泛化,75,2074,0.03616200578592092
CVPR,2023,Computer Vision,视觉感知：语义/实例/全景分割,291,2353,0.12367190820229494
CVPR,2023,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,282,2353,0.11984700382490437
CVPR,2023,3D Vision,三维视觉：点云、深度估计与相机姿态（分割）,275,2353,0.11687207819804504
CVPR,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,261,2353,0.1109222269443264
CVPR,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,259,2353,0.11007224819379516
CVPR,2023,3D Vision,三维视觉：点云、深度估计与相机姿态（视频时序）,248,2353,0.10539736506587336
CVPR,2023,Video Understanding,视频理解：动作识别、长视频与时序建模,201,2353,0.08542286442838928
CVPR,2023,Computer Vision,底层视觉：超分、去噪、增强与图像复原,188,2353,0.07989800254993625
CVPR,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,157,2353,0.06672333191670209
CVPR,2023,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,156,2353,0.06629834254143646
CVPR,2023,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,35,2353,0.014874628134296642
CVPR,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,373,2716,0.13733431516936673
CVPR,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,363,2716,0.13365243004418262
CVPR,2024,3D Generation,生成模型：三维生成、新视角与Gaussian Splatting,360,2716,0.1325478645066274
CVPR,2024,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,321,2716,0.11818851251840942
CVPR,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,319,2716,0.1174521354933726
CVPR,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,278,2716,0.10235640648011782
CVPR,2024,AI for Health,医疗视觉：医学影像分割、病理与临床影像,228,2716,0.08394698085419734
CVPR,2024,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,169,2716,0.062223858615611194
CVPR,2024,Generative AI,生成模型：视频扩散生成与编辑,162,2716,0.05964653902798233
CVPR,2024,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,143,2716,0.05265095729013255
CVPR,2025,Generative AI,生成模型：文生图、扩散采样与图像编辑,458,2871,0.15952629745733193
CVPR,2025,3D Vision,三维视觉：点云、深度估计与相机姿态,413,2871,0.14385231626610936
CVPR,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理（视觉语言）,349,2871,0.12156043190525949
CVPR,2025,Generative AI,生成模型：视频扩散生成与编辑,276,2871,0.0961337513061651
CVPR,2025,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,253,2871,0.08812260536398467
CVPR,2025,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,197,2871,0.06861720654824104
CVPR,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理（搜索排序）,196,2871,0.06826889585510275
CVPR,2025,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,170,2871,0.059212817833507486
CVPR,2025,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,169,2871,0.05886450714036921
CVPR,2025,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,164,2871,0.05712295367467781
CVPR,2025,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,147,2871,0.051201671891327065
CVPR,2025,AI for Health,医疗视觉：医学影像分割、病理与临床影像,79,2871,0.027516544757924068
ECCV,2020,3D Vision,三维视觉：点云、深度估计与相机姿态（检测识别）,245,1358,0.18041237113402062
ECCV,2020,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,190,1358,0.13991163475699558
ECCV,2020,Computer Vision,视觉感知：语义/实例/全景分割,187,1358,0.13770250368188514
ECCV,2020,Video Understanding,视频理解：动作识别、长视频与时序建模（视频时序）,163,1358,0.12002945508100148
ECCV,2020,Video Understanding,视频理解：动作识别、长视频与时序建模（搜索排序）,157,1358,0.11561119293078057
ECCV,2020,Human-Centric Generation,人体与头像生成：姿态、表情与数字人合成,109,1358,0.08026509572901326
ECCV,2020,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,74,1358,0.054491899852724596
ECCV,2020,AutoML,自动机器学习：神经架构搜索与超参数优化,69,1358,0.0508100147275405
ECCV,2020,3D Vision,三维视觉：点云、深度估计与相机姿态（搜索排序）,68,1358,0.050073637702503684
ECCV,2020,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,68,1358,0.050073637702503684
ECCV,2020,Video Understanding,视频理解：长视频、多帧时序与事件理解,28,1358,0.020618556701030927
ECCV,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,377,1645,0.2291793313069909
ECCV,2022,3D Vision,三维视觉：点云、深度估计与相机姿态（搜索排序）,361,1645,0.2194528875379939
ECCV,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,216,1645,0.13130699088145897
ECCV,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,183,1645,0.11124620060790273
